kakou_no,X,Y
3701022008,117.1054426,36.66282543
3701022010,117.0749771,36.66538233
3701022011,117.080717,36.663004
3701022013,117.0895642,36.64952952
3701022014,117.0861635,36.6894428
3701022017,117.0586385,36.65773719
3701022018,117.0586768,36.65121708
3701033048,116.9854727,36.6364126
3701260012,117.1065932,37.27980644
3701260011,117.1745046,37.32051235
3701260010,117.1245938,37.33769475
3701260009,117.1610041,37.24646441
3701260013,117.14464,37.34751326
3701055120,116.9759865,36.6962186
3701022142,117.0211798,36.66195608
3701130046,116.7527177,36.42907323
3701130047,116.8480391,36.58616943
3701130048,116.7551723,36.4352098
3701130049,116.781355,36.54832725
3701130050,116.7635589,36.58831723
3701130051,116.74024,36.60365866
3701130052,116.7326715,36.5854535
3701130053,116.8584712,36.57982831
3701130054,116.7704114,36.57706686
3701130055,116.7459674,36.43848264
3701130056,116.7171255,36.5391224
3701130057,116.8545847,36.64692148
3701130058,116.8304475,36.63444379
3701130059,116.7498539,36.55937308
3701130060,116.7684682,36.38182164
3701130061,116.8140834,36.61746594
3701130062,116.6848063,36.46589266
3701130063,116.6659875,36.49207536
3701130064,116.6316227,36.44625563
3701130066,116.7528199,36.54331572
3701130068,116.7699001,36.55098643
3701130070,116.6528961,36.3828444
3701130071,116.7206029,36.50639402
3701130072,116.7334897,36.55610024
3701130073,116.7289896,36.54239523
3701130074,116.8533574,36.55344106
3701130075,116.7465811,36.55681617
3701130076,116.7514903,36.57225987
3701130077,116.8264076,36.55180464
3701247001,116.49197,36.35937
3701247002,116.44187,36.32536
3701247004,116.27772,36.22691
3701247005,116.22697,36.17341
3701247006,116.27026,36.11452
3701247008,116.47659,36.31124
3701247009,116.45208,36.30758
3701247010,116.41609,36.29791
3701247011,116.44873,36.29229
3701247012,116.44055,36.29309
3701247013,116.46194,36.28814
3701247014,116.42686,36.28324
3701247015,116.44781,36.28295
3701247016,116.42596,36.27449
3701247017,116.44696,36.27319
3701247018,116.45558,36.27339
3701247019,116.4298062,36.25382301
3701247021,116.46099,36.28251
3701250011,117.0969793,36.9760462
3701250012,117.1094058,36.88440675
3701250013,117.3213732,37.1417336
3701250015,117.156504,37.05950356
3701267201,117.2585756,37.21931008
3701267202,117.2371487,37.51836561
3701267203,117.1616434,37.15600113
3701810101,117.55386,36.71213
3701810201,117.50875,36.71836
3701810202,117.56233,36.71718
3701810203,117.53292,36.73672
3701810204,117.52486,36.73842
3701810205,117.49215,36.72761
3701810301,117.69361,36.68116
3701810901,117.68582,36.66361
3701811001,117.38256,36.45818
3701811002,117.44647,36.48352
3701811201,117.46574,36.64915
3701811202,117.46112,36.69297
3701811203,117.46691,36.66804
3701811301,117.49584,36.65785
3701811302,117.52595,36.65135
3701811401,117.52206,36.50869
3701811801,117.49935,36.96224
3701812001,117.51075,36.85782
3701812401,117.50772,36.67602
3701812402,117.54048,36.68256
3701812403,117.56602,36.68222
3701033001,116.9026545,36.58749902
3701979101,117.1003039,36.69276336
3701979102,117.109278,36.6797777
3701979103,117.1410347,36.69309917
3701979104,117.1415205,36.688778
3701126006,117.1867522,36.6718513
3701044101,116.9414172,36.69358498
3701044103,116.9559532,36.65364614
3701044104,116.9802821,36.65431093
3701044105,116.9772034,36.66511374
3701044106,116.9770604,36.63574781
3701044110,116.9547898,36.64904371
3701044107,116.9544446,36.64414724
3701044109,116.9273159,36.65154948
3701044108,116.8928616,36.65060342
3701126101,117.0662197,36.68540289
3701126102,117.0575518,36.7023296
3701126103,117.0639392,36.71486231
3701126104,117.0690834,36.71626473
3701126105,117.0709883,36.71372061
3701126106,117.0629852,36.70486093
3701126107,117.1081889,36.71833797
3701126108,117.2204522,36.64548961
3701022103,117.0292345,36.63020154
3701022122,117.010492,36.67150612
3701022121,117.0222537,36.67204307
3701022127,117.0673959,36.66742785
3701022125,117.0666799,36.66054978
3701022126,117.0675237,36.66591928
3701022128,117.1036783,36.67856317
3701022132,117.1225483,36.65950145
3701044018,116.9506221,36.66799037
3701126032,117.2041647,36.82385926
3701022131,117.1056472,36.65868324
3701022134,117.1457394,36.66402717
3701022129,117.0881324,36.65492459
3701022133,117.1351283,36.66103559
3701022124,117.0650819,36.65078241
3701022107,117.030423,36.64812323
3701022108,117.0258717,36.64843005
3701022109,117.0187636,36.64827664
3701022025,117.0268178,36.64545126
3701126049,117.2712579,36.63771663
3701247007,116.46441,36.22106
3701247020,116.551441,36.31414
3701810802,117.4352577,36.67070069
3701810701,117.3319076,36.73815183
3701811701,117.2241085,36.90695865
3701055121,116.9718598,36.6804
3701022147,117.0654654,36.6545027
3701022148,117.0386563,36.64827664
3701022149,117.0445371,36.64791867
3701022150,117.0796179,36.65226541
3701022151,117.0421464,36.63686006
3701022152,117.0450869,36.63755043
3701022153,117.0768053,36.63876496
3701022154,117.089577,36.64414724
3701022155,117.1139315,36.64288157
3701022157,117.0497021,36.66086939
3701022158,117.090945,36.67653043
3701022159,117.0782627,36.67422922
3701250114,117.35407,37.163
3701250116,117.12129,37.03997
3701250117,116.96873,37.09854
3701250118,117.03145,36.97515
3701250119,117.03265,36.88609
3701250122,117.13325,36.96762
3701250115,117.39818,37.08942
3701250113,117.28663,37.1053
3701250121,117.08453,36.7923
3701250120,117.12133,36.870881
3701810303,117.6688565,36.76806761
3701811102,117.409433,36.62252861
3701811101,117.3940915,36.61092027
3701811204,117.4689577,36.60560191
3701810904,117.6934539,36.53513362
3701810502,117.4982087,36.84891692
3701812005,117.5048055,36.86840053
3701811901,117.4141888,36.9462327
3701810801,117.3661701,36.6747406
3701022160,117.0742995,36.67220926
3701022161,117.1206178,36.65383791
3701022162,117.1135736,36.63555604
3701022163,117.1085365,36.70581977
3701033120,116.9916732,36.65806958
3701033122,116.9903563,36.66356693
3701033123,116.9920439,36.65832527
3701033124,116.9859457,36.66726165
3701033125,116.9932968,36.66593206
3701033126,116.9848462,36.66410388
3701033128,117.0089834,36.60696985
3701033129,117.0147109,36.6271694
3701033130,117.0124736,36.62029132
3701033131,117.0137392,36.62497046
3701033132,117.0100445,36.61474284
3701033133,117.0060174,36.60258476
3701033134,117.0277127,36.62392213
3701033135,117.0055571,36.66374591
3701033136,116.9908805,36.63891837
3701033137,116.9908549,36.6365788
3701033138,116.9849741,36.6455024
3701033139,116.9910851,36.65377398
3701033140,116.9847439,36.65189466
3701033141,116.992095,36.63060843
3701033142,116.9902413,36.63009705
3701033143,116.9770349,36.63178461
3701033144,116.9901134,36.58508275
3701260016,117.0637395,37.19686046
3701260019,117.3132934,37.44022661
3701260017,117.0614894,37.4031515
3701260014,117.0642508,37.2715732
3701260015,117.0980532,37.23930507
3701260022,117.3412659,37.2486122
3701260018,117.2322671,37.41286774
3701260020,117.2247989,37.18760447
3701260021,117.2029757,37.22965276
3701033145,116.991264,36.58757573
3701033148,116.9888094,36.61336211
3701033149,116.9743629,36.61397577
3701033150,116.9511974,36.61657103
3701033151,116.9542017,36.63233434
3701033152,116.9539844,36.62902315
3701033153,116.9288372,36.59185855
3701033154,116.9448307,36.60238021
3701033156,116.9055183,36.58693651
3701033157,116.9506221,36.61251833
3701044115,116.9763956,36.64042694
3701044117,116.9741967,36.64881359
3701044118,116.922445,36.65131936
3701044119,116.9085738,36.65160062
3701044120,116.8971188,36.65143442
3701044121,116.9782494,36.65395297
3701044122,116.9588041,36.64630782
3701044123,116.9787224,36.65951423
3701044125,116.8831837,36.66157254
3701044126,116.8831965,36.67142941
3701055128,116.9879784,36.67765547
3701055129,116.9572316,36.67087967
3701055130,117.0092647,36.67653043
3701055131,117.0020414,36.6744082
3701055132,116.978096,36.68334458
3701055133,116.9994589,36.68450797
3701055134,116.9514786,36.68325509
3701055135,117.0365852,36.69634644
3701055136,116.9846672,36.68441848
3701055137,116.9641225,36.68362584
3701055138,117.0184439,36.71690395
3701055139,117.0244015,36.78082656
3701055140,117.0559665,36.78770463
3701055141,116.9075382,36.78982686
3701126115,117.1693013,36.66884694
3701126116,117.1577952,36.72034299
3701126117,117.1252714,36.71985718
3701126118,117.0595717,36.69603961
3701126119,117.0669101,36.67153169
3701126120,117.062461,36.69047835
3701126121,117.0668845,36.67962429
3701126122,117.0737753,36.68067262
3701126123,117.0784033,36.68833055
3701126124,117.0862147,36.68941723
3701126125,117.2077571,36.67298912
3701126126,117.0587408,36.67160839
3701126128,117.1367775,36.72007451
3701126129,117.0394745,36.72162144
3701033121,116.990139,36.66519056
3701044042,36.6445277,116.9098056
3701044043,36.6448611,116.9066944
3701055030,36.7911944,116.9776111
3701055031,36.7092556,116.8781556
3701055032,36.6898166,116.8887166
3701044044,36.6551389,116.9625833
3701126062,117.0930928,36.34888871
3701126064,117.0495231,36.73324257
3701033127,116.9959304,36.64551518
3701044116,116.9849996,36.64551518
3701044124,116.9674593,36.66225012
3701044128,116.8965435,36.71879606
3701055125,117.0252709,36.68519834
3701055126,117.0092519,36.68422671
3701055127,117.0204128,36.68496822
3701126127,117.1399608,36.7202535
3701044127,116.8735058,36.67892114
3701126072,117.2344384,36.72649234
3701126074,117.2875198,36.55308309
3701126075,117.2436433,36.45515366
3701033070,116.890228,36.59915851
3701033071,116.8638919,36.61470449
3701247044,116.3961829,36.24528295
3701111010,116.9340533,36.67990555
3701126068,117.1681635,36.82038187
3701126060,117.136867,36.35932088
3701126067,117.0898711,36.7543626
3701126069,117.3199413,36.85270114
3701126071,117.2844515,36.73968597
3701126076,117.2305519,36.49084804
3701126080,117.2315747,36.578601
3701022055,117.1168208,36.64339295
3701126061,117.2118865,36.4603186
3701126134,117.0784289,36.68825384
3701126137,117.0868028,36.68452076
1,117.0714358,36.67160839
3701979604,117.113548,36.68092831
3701979605,117.1231108,36.6848148
3701979606,117.126895,36.68614439
3701979607,117.1307304,36.6887013
3701126637,117.13206,36.68905926
3701033619,116.9739922,36.61347717
3701126065,36.7401666,117.0515
3701126070,117.2295292,36.73201526
3701126073,117.2032442,36.74633392
3701055035,116.9085482,36.79437815
3701033072,117.0228418,36.61584231
3701247054,116.4057457,36.26921558
3701247050,116.4629693,36.22891876
3701247042,116.453969,36.21705473
3701247041,116.4410822,36.10163607
3701247036,116.4863905,36.15210936
3701247035,116.4464005,36.08522074
3701044130,116.9308316,36.69164174
3701044133,116.9410848,36.68515999
3701044134,116.9454443,36.68288434
3701055142,116.9467611,36.68219398
3701055144,116.9510439,36.67918961
3701044135,116.9323913,36.69098973
3701044138,116.9378887,36.68732057
3701055145,116.9475154,36.68183601
3701126133,117.0727654,36.68678362
3701126136,117.0603388,36.67958593
3701022647,117.0755524,36.63843256
3701260203,117.168107,37.287476
3701260156,117.044559,37.261737
3701260148,117.154668,37.302094
3701260140,117.147556,37.286647
3701260132,117.163395,37.310239
3701260124,117.160113,37.324533
3701260116,117.161941,37.314675
3701247055,116.4060526,36.26916444
3701033159,117.0015044,36.61611078
3701033158,117.0048156,36.61549713
3701055152,117.0454576,36.66072876
3701126610,117.0454576,36.66072876
3701044041,116.8513119,36.64917156
3701055034,116.9941278,36.69432649
3701126139,117.1832364,36.70806985
3701126077,117.2037556,36.72270812
3701111002,117.0669612,36.67560995
3701022648,117.0841436,36.64124515
3701033160,116.9991521,36.65162618
3701022649,117.0873142,36.64344409
3701022701,117.0341305,36.63475062
3701126703,117.0564779,36.70936108
3701126704,117.0561711,36.70925881
3701247047,116.4022172,36.16775761
3701111011,116.9244905,36.68092831
3701111012,116.9298089,36.66543347
3701111013,116.9302691,36.68491708
3701111014,116.9248485,36.71069067
3701044201,116.9267917,36.72209447
3701044202,116.9265872,36.69938916
3701044203,116.9309339,36.68420115
3701044204,116.9256667,36.7015881
3701044205,116.9259735,36.69923574
3701044206,116.9265872,36.69672998
3701044207,116.9267917,36.6929969
3701044208,116.9268428,36.69545152
3701044209,116.9266383,36.6966277
3701044210,116.9310873,36.68394546
3701044211,116.932826,36.68138855
3701044212,116.9347181,36.67596791
3701044213,116.9332862,36.67300191
3701044214,116.9325703,36.67197914
3701044215,116.9277122,36.66333681
3701044216,116.9276611,36.65740479
3701044217,116.9275076,36.65633089
3701044218,116.9267406,36.65208643
3701044219,116.9162573,36.68205335
3701044220,116.9278656,36.68087717
3701044221,116.9391671,36.68174652
3701111004,117.0150049,36.71698066
3701111001,117.0409319,36.72030463
3701111007,117.0074876,36.64717717
3701111006,116.9896915,36.54996367
3701111005,116.9250019,36.72107171
3701979622,117.0714358,36.67160839
3701022143,117.1197996,36.64750957
3701044222,116.8915448,36.70097444
3701033202,117.0066566,36.60905373
3701033203,117.0092263,36.60712327
3701111003,117.0676771,36.70705987
3701126135,117.060147,36.68409887
3701126063,117.0210903,36.37466231
3701033073,116.9595329,36.55448939
3701126066,117.0788252,36.75722633
3701811003,117.3087932,36.49125715
3701033074,116.9760888,36.55119098
3701126079,117.1971076,36.78908536
3701247030,116.3053617,36.23229388
3701247031,116.269923,36.15574016
3701247033,116.3362491,36.10444866
3701247037,116.4924248,36.18473546
3701247038,116.4930385,36.25264684
3701247039,116.5172779,36.26236307
3701247040,116.5228008,36.28077278
3701247043,116.5270964,36.34397946
3701247045,116.3307262,36.22002074
3701247046,116.372864,36.17113273
3701247048,116.4190928,36.17967279
3701247049,116.4207292,36.16335974
3701247051,116.4757538,36.09907916
3701247052,116.4863394,36.29130723
3701247053,116.4900724,36.29555169
3701044040,116.8456867,36.67786002
3701055033,117.0184439,36.69702402
3701022164,117.0392955,36.64569417
3701126078,117.2064148,36.69049113
3701260024,117.15,37.47
3701260023,117.203,37.3
3701260025,117.269,37.282
3701260100,117.152,37.297
3701260101,117.152,37.297
3701260102,117.152,37.297
3701260103,117.152,37.297
3701044045,116.9408291,36.66222455
3701126614,117.2304497,36.6700359
3701126615,117.2308588,36.66983134
3701126131,116.9912129,36.68430342
3701126130,117.0439363,36.69104086
3701022669,117.0714358,36.67160839
